season,md,home_team,away_team,home_goals,away_goals
1964/1965,25,Hertha BSC,SV Werder Bremen,0,0
1964/1965,26,Karlsruher SC,Borussia Neunkirchen,2,1
1964/1965,26,Meidericher SV,Borussia Dortmund,3,2
1964/1965,26,Hamburger SV,1. FC Nürnberg,2,1
1964/1965,26,Eintracht Braunschweig,VfB Stuttgart,2,1
1964/1965,26,FC Schalke 04,SV Werder Bremen,1,0
1964/1965,26,TSV 1860 München,1. FC Cologne,2,3
1964/1965,26,1. FC Kaiserslautern,Hertha BSC,1,2
1964/1965,26,Eintracht Frankfurt,Hannover 96,3,3
1964/1965,27,1. FC Cologne,FC Schalke 04,2,1
1964/1965,27,Borussia Dortmund,Hamburger SV,2,0
1964/1965,27,1. FC Nürnberg,Meidericher SV,1,1
1964/1965,27,SV Werder Bremen,TSV 1860 München,3,2
1964/1965,27,Hannover 96,Karlsruher SC,4,2
1964/1965,27,VfB Stuttgart,1. FC Kaiserslautern,1,0
1964/1965,27,Borussia Neunkirchen,Eintracht Frankfurt,4,0
1964/1965,27,Hertha BSC,Eintracht Braunschweig,0,3
1964/1965,28,Karlsruher SC,Hertha BSC,0,1
1964/1965,28,1. FC Kaiserslautern,Eintracht Braunschweig,2,1
1964/1965,28,Eintracht Frankfurt,VfB Stuttgart,2,3
1964/1965,28,Borussia Dortmund,1. FC Nürnberg,2,1
1964/1965,28,Hamburger SV,1. FC Cologne,0,0
1964/1965,28,Hannover 96,Borussia Neunkirchen,1,1
1964/1965,28,Meidericher SV,SV Werder Bremen,2,2
1964/1965,28,TSV 1860 München,FC Schalke 04,3,1
1964/1965,29,FC Schalke 04,Meidericher SV,1,2
1964/1965,29,1. FC Kaiserslautern,Karlsruher SC,0,1
1964/1965,29,SV Werder Bremen,Borussia Dortmund,3,0
1964/1965,29,1. FC Cologne,1. FC Nürnberg,0,0
1964/1965,29,TSV 1860 München,Hamburger SV,4,1
1964/1965,29,Eintracht Braunschweig,Eintracht Frankfurt,3,2
1964/1965,29,Hertha BSC,Borussia Neunkirchen,1,1
1964/1965,29,VfB Stuttgart,Hannover 96,0,3
1964/1965,30,1. FC Nürnberg,SV Werder Bremen,2,3
1964/1965,30,Eintracht Frankfurt,1. FC Kaiserslautern,1,2
1964/1965,30,Borussia Dortmund,1. FC Cologne,2,2
1964/1965,30,Hannover 96,Hertha BSC,3,1
1964/1965,30,Hamburger SV,FC Schalke 04,2,4
1964/1965,30,Karlsruher SC,Eintracht Braunschweig,3,0
1964/1965,30,Meidericher SV,TSV 1860 München,3,0
1964/1965,30,Borussia Neunkirchen,VfB Stuttgart,3,1
1965/1966,1,Eintracht Braunschweig,Borussia Dortmund,4,0
1965/1966,1,1. FC Cologne,Hannover 96,0,1
1965/1966,1,TSV 1860 München,Bayern München,1,0
1965/1966,1,Meidericher SV,1. FC Kaiserslautern,2,2
1965/1966,1,VfB Stuttgart,FC Schalke 04,1,0
1965/1966,1,Eintracht Frankfurt,Hamburger SV,2,0
1965/1966,1,SV Tasmania Berlin,Karlsruher SC,2,0
1965/1966,1,Borussia Neunkirchen,Borussia Mönchengladbach,1,1
1965/1966,1,SV Werder Bremen,1. FC Nürnberg,1,0
1965/1966,2,Hannover 96,SV Werder Bremen,2,1
1965/1966,2,1. FC Nürnberg,TSV 1860 München,1,4
1965/1966,2,Borussia Dortmund,Borussia Neunkirchen,1,0
1965/1966,2,Bayern München,Eintracht Frankfurt,2,0
1965/1966,2,FC Schalke 04,Karlsruher SC,0,0
1965/1966,2,Borussia Mönchengladbach,SV Tasmania Berlin,5,0
1965/1966,2,1. FC Kaiserslautern,1. FC Cologne,3,2
1965/1966,2,VfB Stuttgart,Meidericher SV,2,0
1965/1966,2,Hamburger SV,Eintracht Braunschweig,2,1
1965/1966,3,Eintracht Braunschweig,Bayern München,2,4
1965/1966,3,TSV 1860 München,Hannover 96,5,0
1965/1966,3,1. FC Cologne,VfB Stuttgart,3,1
1965/1966,3,SV Werder Bremen,1. FC Kaiserslautern,4,1
1965/1966,3,Borussia Neunkirchen,Hamburger SV,1,1
1965/1966,3,Eintracht Frankfurt,1. FC Nürnberg,1,2
1965/1966,3,Karlsruher SC,Borussia Mönchengladbach,3,3
1965/1966,3,SV Tasmania Berlin,Borussia Dortmund,0,2
1965/1966,3,Meidericher SV,FC Schalke 04,5,1
1965/1966,4,Hamburger SV,SV Tasmania Berlin,5,1
1965/1966,4,FC Schalke 04,Borussia Mönchengladbach,0,0
1965/1966,4,Hannover 96,Eintracht Frankfurt,4,1
1965/1966,4,Borussia Dortmund,Karlsruher SC,4,1
1965/1966,4,1. FC Kaiserslautern,TSV 1860 München,3,0
1965/1966,4,VfB Stuttgart,SV Werder Bremen,0,2
1965/1966,4,Bayern München,Borussia Neunkirchen,6,0
1965/1966,4,1. FC Nürnberg,Eintracht Braunschweig,1,1
1965/1966,4,Meidericher SV,1. FC Cologne,2,3
1965/1966,5,SV Werder Bremen,Meidericher SV,2,0
1965/1966,5,Karlsruher SC,Hamburger SV,1,4
1965/1966,5,Eintracht Braunschweig,Hannover 96,2,1
1965/1966,5,SV Tasmania Berlin,Bayern München,0,2
1965/1966,5,TSV 1860 München,VfB Stuttgart,0,0
1965/1966,5,1. FC Cologne,FC Schalke 04,2,1
1965/1966,5,Eintracht Frankfurt,1. FC Kaiserslautern,6,0
1965/1966,5,Borussia Neunkirchen,1. FC Nürnberg,2,1
1965/1966,5,Borussia Mönchengladbach,Borussia Dortmund,4,5
1965/1966,6,1. FC Nürnberg,SV Tasmania Berlin,7,2
1965/1966,6,Bayern München,Karlsruher SC,5,1
1965/1966,6,1. FC Kaiserslautern,Eintracht Braunschweig,1,1
1965/1966,6,Meidericher SV,TSV 1860 München,2,3
1965/1966,6,VfB Stuttgart,Eintracht Frankfurt,0,0
1965/1966,6,Hamburger SV,Borussia Mönchengladbach,5,0
1965/1966,6,Hannover 96,Borussia Neunkirchen,6,0
1965/1966,6,1. FC Cologne,SV Werder Bremen,2,0
1965/1966,6,FC Schalke 04,Borussia Dortmund,2,3
1965/1966,7,Borussia Mönchengladbach,Bayern München,1,2
1965/1966,7,Karlsruher SC,1. FC Nürnberg,1,2
1965/1966,7,Eintracht Braunschweig,VfB Stuttgart,1,1
1965/1966,7,Eintracht Frankfurt,Meidericher SV,2,0
1965/1966,7,Borussia Neunkirchen,1. FC Kaiserslautern,1,4
1965/1966,7,SV Tasmania Berlin,Hannover 96,1,5
1965/1966,7,SV Werder Bremen,FC Schalke 04,2,0
1965/1966,7,TSV 1860 München,1. FC Cologne,2,1
1965/1966,7,Borussia Dortmund,Hamburger SV,2,2
1965/1966,8,VfB Stuttgart,Borussia Neunkirchen,2,0
1965/1966,8,1. FC Kaiserslautern,SV Tasmania Berlin,0,0
1965/1966,8,FC Schalke 04,Hamburger SV,2,1
1965/1966,8,Bayern München,Borussia Dortmund,0,2
1965/1966,8,Meidericher SV,Eintracht Braunschweig,4,1
1965/1966,8,1. FC Nürnberg,Borussia Mönchengladbach,2,2
1965/1966,8,1. FC Cologne,Eintracht Frankfurt,1,0
1965/1966,8,SV Werder Bremen,TSV 1860 München,0,2
1965/1966,8,Hannover 96,Karlsruher SC,5,2
1965/1966,9,Hamburger SV,Bayern München,0,4
1965/1966,9,Eintracht Frankfurt,SV Werder Bremen,1,0
1965/1966,9,Borussia Mönchengladbach,Hannover 96,2,0
1965/1966,9,SV Tasmania Berlin,VfB Stuttgart,0,2
1965/1966,9,Borussia Dortmund,1. FC Nürnberg,2,0
1965/1966,9,Karlsruher SC,1. FC Kaiserslautern,1,0
1965/1966,9,Eintracht Braunschweig,1. FC Cologne,1,2
1965/1966,9,Borussia Neunkirchen,Meidericher SV,0,1
1965/1966,9,TSV 1860 München,FC Schalke 04,3,0
1965/1966,10,Meidericher SV,SV Tasmania Berlin,3,0
1965/1966,10,Hannover 96,Borussia Dortmund,1,1
1965/1966,10,FC Schalke 04,Bayern München,1,1
1965/1966,10,VfB Stuttgart,Karlsruher SC,1,0
1965/1966,10,1. FC Nürnberg,Hamburger SV,5,0
1965/1966,10,TSV 1860 München,Eintracht Frankfurt,4,2
1965/1966,10,1. FC Kaiserslautern,Borussia Mönchengladbach,1,2
1965/1966,10,1. FC Cologne,Borussia Neunkirchen,4,2
1965/1966,10,SV Werder Bremen,Eintracht Braunschweig,4,0
1965/1966,11,Borussia Neunkirchen,SV Werder Bremen,1,2
1965/1966,11,Hamburger SV,Hannover 96,2,1
1965/1966,11,Eintracht Braunschweig,TSV 1860 München,2,2
1965/1966,11,Eintracht Frankfurt,FC Schalke 04,4,1
1965/1966,11,Borussia Dortmund,1. FC Kaiserslautern,4,0
1965/1966,11,Bayern München,1. FC Nürnberg,0,0
1965/1966,11,SV Tasmania Berlin,1. FC Cologne,0,6
1965/1966,11,Borussia Mönchengladbach,VfB Stuttgart,1,0
1965/1966,11,Karlsruher SC,Meidericher SV,0,4
1965/1966,12,FC Schalke 04,1. FC Nürnberg,1,0
1965/1966,12,VfB Stuttgart,Borussia Dortmund,1,1
1965/1966,12,SV Werder Bremen,SV Tasmania Berlin,5,0
1965/1966,12,1. FC Cologne,Karlsruher SC,2,0
1965/1966,12,Meidericher SV,Borussia Mönchengladbach,3,2
1965/1966,12,1. FC Kaiserslautern,Hamburger SV,2,1
1965/1966,12,TSV 1860 München,Borussia Neunkirchen,4,1
1965/1966,12,Eintracht Frankfurt,Eintracht Braunschweig,4,1
1965/1966,12,Hannover 96,Bayern München,3,4
1965/1966,13,Borussia Mönchengladbach,1. FC Cologne,2,3
1965/1966,13,SV Tasmania Berlin,TSV 1860 München,0,5
1965/1966,13,Borussia Neunkirchen,Eintracht Frankfurt,1,6
1965/1966,13,Karlsruher SC,SV Werder Bremen,3,2
1965/1966,13,1. FC Nürnberg,Hannover 96,2,1
1965/1966,13,Hamburger SV,VfB Stuttgart,4,1
1965/1966,13,Bayern München,1. FC Kaiserslautern,3,0
1965/1966,13,Eintracht Braunschweig,FC Schalke 04,3,0
1965/1966,13,Borussia Dortmund,Meidericher SV,1,1
1965/1966,14,VfB Stuttgart,Bayern München,0,1
1965/1966,14,FC Schalke 04,Hannover 96,1,0
1965/1966,14,1. FC Kaiserslautern,1. FC Nürnberg,0,0
1965/1966,14,Eintracht Braunschweig,Borussia Neunkirchen,1,2
1965/1966,14,SV Werder Bremen,Borussia Mönchengladbach,2,0
1965/1966,14,TSV 1860 München,Karlsruher SC,2,0
1965/1966,14,Eintracht Frankfurt,SV Tasmania Berlin,4,0
1965/1966,14,1. FC Cologne,Borussia Dortmund,1,2
1965/1966,14,Meidericher SV,Hamburger SV,3,1
1965/1966,15,Borussia Mönchengladbach,TSV 1860 München,1,1
1965/1966,15,Hannover 96,1. FC Kaiserslautern,4,0
1965/1966,15,Borussia Neunkirchen,FC Schalke 04,1,0
1965/1966,15,Hamburger SV,1. FC Cologne,2,2
1965/1966,15,Borussia Dortmund,SV Werder Bremen,2,1
1965/1966,15,Bayern München,Meidericher SV,3,0
1965/1966,15,Karlsruher SC,Eintracht Frankfurt,4,0
1965/1966,15,1. FC Nürnberg,VfB Stuttgart,1,1
1965/1966,15,SV Tasmania Berlin,Eintracht Braunschweig,0,2
1965/1966,16,1. FC Cologne,Bayern München,6,1
1965/1966,16,TSV 1860 München,Borussia Dortmund,2,1
1965/1966,16,Eintracht Braunschweig,Karlsruher SC,2,0
1965/1966,16,VfB Stuttgart,Hannover 96,4,2
1965/1966,16,SV Werder Bremen,Hamburger SV,2,0
1965/1966,16,Eintracht Frankfurt,Borussia Mönchengladbach,3,1
1965/1966,16,Borussia Neunkirchen,SV Tasmania Berlin,3,1
1965/1966,16,FC Schalke 04,1. FC Kaiserslautern,2,1
1965/1966,16,Meidericher SV,1. FC Nürnberg,1,2
1965/1966,17,1. FC Kaiserslautern,VfB Stuttgart,1,2
1965/1966,17,Hannover 96,Meidericher SV,0,3
1965/1966,17,Karlsruher SC,Borussia Neunkirchen,1,1
1965/1966,17,Hamburger SV,TSV 1860 München,1,2
1965/1966,17,Bayern München,SV Werder Bremen,3,1
1965/1966,17,1. FC Nürnberg,1. FC Cologne,2,0
1965/1966,17,SV Tasmania Berlin,FC Schalke 04,1,2
1965/1966,17,Borussia Mönchengladbach,Eintracht Braunschweig,1,0
1965/1966,17,Borussia Dortmund,Eintracht Frankfurt,3,0
1965/1966,18,FC Schalke 04,VfB Stuttgart,2,0
1965/1966,18,Bayern München,TSV 1860 München,3,0
1965/1966,18,Karlsruher SC,SV Tasmania Berlin,3,0
1965/1966,18,Hamburger SV,Eintracht Frankfurt,0,1
1965/1966,18,Hannover 96,1. FC Cologne,1,1
1965/1966,18,1. FC Nürnberg,SV Werder Bremen,2,1
1965/1966,18,1. FC Kaiserslautern,Meidericher SV,1,0
1965/1966,18,Borussia Dortmund,Eintracht Braunschweig,1,1
1965/1966,18,Borussia Mönchengladbach,Borussia Neunkirchen,4,1
1965/1966,19,SV Tasmania Berlin,Borussia Mönchengladbach,0,0
1965/1966,19,Eintracht Frankfurt,Bayern München,0,0
1965/1966,19,Karlsruher SC,FC Schalke 04,1,0
1965/1966,19,Eintracht Braunschweig,Hamburger SV,1,4
1965/1966,19,1. FC Cologne,1. FC Kaiserslautern,3,2
1965/1966,19,SV Werder Bremen,Hannover 96,3,3
1965/1966,19,Meidericher SV,VfB Stuttgart,5,2
1965/1966,19,Borussia Neunkirchen,Borussia Dortmund,1,3
1965/1966,19,TSV 1860 München,1. FC Nürnberg,1,1
1965/1966,20,FC Schalke 04,Meidericher SV,0,0
1965/1966,20,Bayern München,Eintracht Braunschweig,2,2
1965/1966,20,1. FC Nürnberg,Eintracht Frankfurt,0,0
1965/1966,20,VfB Stuttgart,1. FC Cologne,0,1
1965/1966,20,1. FC Kaiserslautern,SV Werder Bremen,2,3
1965/1966,20,Hamburger SV,Borussia Neunkirchen,3,0
1965/1966,20,Borussia Mönchengladbach,Karlsruher SC,1,1
1965/1966,20,Borussia Dortmund,SV Tasmania Berlin,3,1
1965/1966,20,Hannover 96,TSV 1860 München,0,1
1965/1966,21,SV Tasmania Berlin,Hamburger SV,0,4
1965/1966,21,SV Werder Bremen,VfB Stuttgart,3,1
1965/1966,21,Karlsruher SC,Borussia Dortmund,0,0
1965/1966,21,Eintracht Frankfurt,Hannover 96,0,1
1965/1966,21,1. FC Cologne,Meidericher SV,1,1
1965/1966,21,Eintracht Braunschweig,1. FC Nürnberg,3,0
1965/1966,21,TSV 1860 München,1. FC Kaiserslautern,4,2
1965/1966,21,Borussia Neunkirchen,Bayern München,0,4
1965/1966,21,Borussia Mönchengladbach,FC Schalke 04,2,0
1965/1966,22,1. FC Nürnberg,Borussia Neunkirchen,3,1
1965/1966,22,Hamburger SV,Karlsruher SC,8,0
1965/1966,22,Borussia Dortmund,Borussia Mönchengladbach,3,1
1965/1966,22,Bayern München,SV Tasmania Berlin,2,1
1965/1966,22,VfB Stuttgart,TSV 1860 München,0,0
1965/1966,22,FC Schalke 04,1. FC Cologne,0,0
1965/1966,22,1. FC Kaiserslautern,Eintracht Frankfurt,5,2
1965/1966,22,Meidericher SV,SV Werder Bremen,1,2
1965/1966,22,Hannover 96,Eintracht Braunschweig,1,1
1965/1966,23,Eintracht Braunschweig,1. FC Kaiserslautern,1,1
1965/1966,23,Borussia Dortmund,FC Schalke 04,7,0
1965/1966,23,SV Tasmania Berlin,1. FC Nürnberg,0,1
1965/1966,23,TSV 1860 München,Meidericher SV,3,3
1965/1966,23,Borussia Mönchengladbach,Hamburger SV,0,0
1965/1966,23,Eintracht Frankfurt,VfB Stuttgart,3,2
1965/1966,23,Borussia Neunkirchen,Hannover 96,1,0
1965/1966,23,SV Werder Bremen,1. FC Cologne,2,1
1965/1966,23,Karlsruher SC,Bayern München,1,0
1965/1966,24,Hannover 96,SV Tasmania Berlin,5,0
1965/1966,24,1. FC Kaiserslautern,Borussia Neunkirchen,0,0
1965/1966,24,Bayern München,Borussia Mönchengladbach,5,2
1965/1966,24,VfB Stuttgart,Eintracht Braunschweig,0,1
1965/1966,24,1. FC Nürnberg,Karlsruher SC,3,0
1965/1966,24,Hamburger SV,Borussia Dortmund,1,1
1965/1966,24,1. FC Cologne,TSV 1860 München,3,1
1965/1966,24,FC Schalke 04,SV Werder Bremen,1,6
1965/1966,24,Meidericher SV,Eintracht Frankfurt,0,0
1965/1966,25,Hamburger SV,FC Schalke 04,1,1
1965/1966,25,Borussia Dortmund,Bayern München,3,0
1965/1966,25,SV Tasmania Berlin,1. FC Kaiserslautern,1,1
1965/1966,25,TSV 1860 München,SV Werder Bremen,3,1
1965/1966,25,Eintracht Frankfurt,1. FC Cologne,0,0
1965/1966,25,Borussia Neunkirchen,VfB Stuttgart,1,2
1965/1966,25,Borussia Mönchengladbach,1. FC Nürnberg,8,3
1965/1966,25,Eintracht Braunschweig,Meidericher SV,1,0
1965/1966,25,Karlsruher SC,Hannover 96,1,0
1965/1966,26,1. FC Cologne,Eintracht Braunschweig,3,0
1965/1966,26,FC Schalke 04,TSV 1860 München,0,2
1965/1966,26,1. FC Nürnberg,Borussia Dortmund,0,0
1965/1966,26,1. FC Kaiserslautern,Karlsruher SC,1,0
1965/1966,26,Hannover 96,Borussia Mönchengladbach,2,1
1965/1966,26,VfB Stuttgart,SV Tasmania Berlin,2,0
1965/1966,26,Meidericher SV,Borussia Neunkirchen,1,0
1965/1966,26,Bayern München,Hamburger SV,3,0
1965/1966,26,SV Werder Bremen,Eintracht Frankfurt,3,2
1965/1966,27,Eintracht Frankfurt,TSV 1860 München,5,2
1965/1966,27,Bayern München,FC Schalke 04,1,0
1965/1966,27,Karlsruher SC,VfB Stuttgart,3,0
1965/1966,27,Borussia Dortmund,Hannover 96,4,0
1965/1966,27,Borussia Mönchengladbach,1. FC Kaiserslautern,2,0
1965/1966,27,Borussia Neunkirchen,1. FC Cologne,2,1
1965/1966,27,SV Tasmania Berlin,Meidericher SV,0,9
1965/1966,27,Hamburger SV,1. FC Nürnberg,0,2
1965/1966,27,Eintracht Braunschweig,SV Werder Bremen,1,0
1965/1966,28,1. FC Cologne,SV Tasmania Berlin,4,0
1965/1966,28,Meidericher SV,Karlsruher SC,8,2
1965/1966,28,Hannover 96,Hamburger SV,0,0
1965/1966,28,TSV 1860 München,Eintracht Braunschweig,1,1
1965/1966,28,VfB Stuttgart,Borussia Mönchengladbach,5,0
1965/1966,28,SV Werder Bremen,Borussia Neunkirchen,5,2
1965/1966,28,1. FC Kaiserslautern,Borussia Dortmund,0,0
1965/1966,28,1. FC Nürnberg,Bayern München,2,2
1965/1966,28,FC Schalke 04,Eintracht Frankfurt,3,2
1965/1966,29,SV Tasmania Berlin,SV Werder Bremen,1,1
1965/1966,29,Eintracht Braunschweig,Eintracht Frankfurt,2,2
1965/1966,29,Borussia Neunkirchen,TSV 1860 München,1,9
1965/1966,29,Hamburger SV,1. FC Kaiserslautern,4,1
1965/1966,29,Borussia Mönchengladbach,Meidericher SV,1,2
1965/1966,29,Bayern München,Hannover 96,3,1
1965/1966,29,Karlsruher SC,1. FC Cologne,2,1
1965/1966,29,Borussia Dortmund,VfB Stuttgart,4,0
1965/1966,29,1. FC Nürnberg,FC Schalke 04,1,0
1965/1966,30,TSV 1860 München,SV Tasmania Berlin,4,0
1965/1966,30,FC Schalke 04,Eintracht Braunschweig,1,1
1965/1966,30,Eintracht Frankfurt,Borussia Neunkirchen,1,2
1965/1966,30,1. FC Kaiserslautern,Bayern München,1,2
1965/1966,30,VfB Stuttgart,Hamburger SV,1,3
1965/1966,30,Hannover 96,1. FC Nürnberg,2,2
1965/1966,30,1. FC Cologne,Borussia Mönchengladbach,2,2
1965/1966,30,SV Werder Bremen,Karlsruher SC,3,1
1965/1966,30,Meidericher SV,Borussia Dortmund,2,1
1965/1966,31,Borussia Dortmund,1. FC Cologne,3,2
1965/1966,31,Bayern München,VfB Stuttgart,0,1
1965/1966,31,Karlsruher SC,TSV 1860 München,1,1
1965/1966,31,Borussia Mönchengladbach,SV Werder Bremen,0,7
1965/1966,31,Borussia Neunkirchen,Eintracht Braunschweig,1,0
1965/1966,31,1. FC Nürnberg,1. FC Kaiserslautern,1,1
1965/1966,31,Hannover 96,FC Schalke 04,0,3
1965/1966,31,Hamburger SV,Meidericher SV,2,0
1965/1966,31,SV Tasmania Berlin,Eintracht Frankfurt,0,3
1965/1966,32,Meidericher SV,Bayern München,1,1
1965/1966,32,1. FC Kaiserslautern,Hannover 96,1,1
1965/1966,32,1. FC Cologne,Hamburger SV,5,1
1965/1966,32,SV Werder Bremen,Borussia Dortmund,1,0
1965/1966,32,VfB Stuttgart,1. FC Nürnberg,1,0
1965/1966,32,Eintracht Braunschweig,SV Tasmania Berlin,3,1
1965/1966,32,FC Schalke 04,Borussia Neunkirchen,2,0
1965/1966,32,TSV 1860 München,Borussia Mönchengladbach,3,3
1965/1966,32,Eintracht Frankfurt,Karlsruher SC,1,0
1965/1966,33,Bayern München,1. FC Cologne,1,4
1965/1966,33,Borussia Dortmund,TSV 1860 München,0,2
1965/1966,33,SV Tasmania Berlin,Borussia Neunkirchen,2,1
1965/1966,33,Karlsruher SC,Eintracht Braunschweig,1,4
1965/1966,33,1. FC Kaiserslautern,FC Schalke 04,3,2
1965/1966,33,Hannover 96,VfB Stuttgart,4,2
1965/1966,33,Hamburger SV,SV Werder Bremen,1,3
1965/1966,33,Borussia Mönchengladbach,Eintracht Frankfurt,1,2
1965/1966,33,1. FC Nürnberg,Meidericher SV,4,1
1965/1966,34,Borussia Neunkirchen,Karlsruher SC,1,0
1965/1966,34,VfB Stuttgart,1. FC Kaiserslautern,4,1
1965/1966,34,Eintracht Braunschweig,Borussia Mönchengladbach,1,1
1965/1966,34,Eintracht Frankfurt,Borussia Dortmund,4,1
1965/1966,34,SV Werder Bremen,Bayern München,1,1
1965/1966,34,Meidericher SV,Hannover 96,2,2
1965/1966,34,1. FC Cologne,1. FC Nürnberg,2,1
1965/1966,34,TSV 1860 München,Hamburger SV,1,1
1965/1966,34,FC Schalke 04,SV Tasmania Berlin,4,0
1966/1967,1,1. FC Cologne,TSV 1860 München,2,0
1966/1967,1,Borussia Dortmund,Fortuna Düsseldorf,1,2
1966/1967,1,FC Schalke 04,Borussia Mönchengladbach,0,0
1966/1967,1,MSV Duisburg,Rot-Weiss Essen,2,0
1966/1967,1,Bayern München,Eintracht Frankfurt,1,2
1966/1967,1,VfB Stuttgart,1. FC Nürnberg,1,0
1966/1967,1,Hamburger SV,Hannover 96,2,1
1966/1967,1,Eintracht Braunschweig,SV Werder Bremen,2,0
1966/1967,1,1. FC Kaiserslautern,Karlsruher SC,3,1
1966/1967,2,Eintracht Frankfurt,1. FC Cologne,4,0
1966/1967,2,Borussia Mönchengladbach,1. FC Kaiserslautern,1,1
1966/1967,2,1. FC Nürnberg,MSV Duisburg,3,1
1966/1967,2,SV Werder Bremen,VfB Stuttgart,1,2
1966/1967,2,Hannover 96,Borussia Dortmund,2,0
1966/1967,2,TSV 1860 München,Eintracht Braunschweig,2,1
1966/1967,2,Karlsruher SC,Hamburger SV,1,1
1966/1967,2,Rot-Weiss Essen,FC Schalke 04,4,1
1966/1967,2,Fortuna Düsseldorf,Bayern München,0,0
1966/1967,3,Borussia Dortmund,Karlsruher SC,2,1
1966/1967,3,Eintracht Braunschweig,1. FC Cologne,1,0
1966/1967,3,1. FC Kaiserslautern,Rot-Weiss Essen,5,2
1966/1967,3,FC Schalke 04,1. FC Nürnberg,1,0
1966/1967,3,Hamburger SV,Borussia Mönchengladbach,2,0
1966/1967,3,Fortuna Düsseldorf,Eintracht Frankfurt,2,4
1966/1967,3,MSV Duisburg,SV Werder Bremen,1,0
1966/1967,3,Bayern München,Hannover 96,0,0
1966/1967,3,VfB Stuttgart,TSV 1860 München,2,0
1966/1967,4,1. FC Cologne,VfB Stuttgart,3,1
1966/1967,4,Borussia Mönchengladbach,Borussia Dortmund,4,0
1966/1967,4,SV Werder Bremen,FC Schalke 04,2,1
1966/1967,4,Rot-Weiss Essen,Hamburger SV,1,1
1966/1967,4,Karlsruher SC,Bayern München,1,6
1966/1967,4,TSV 1860 München,MSV Duisburg,3,3
1966/1967,4,Eintracht Frankfurt,Eintracht Braunschweig,0,1
1966/1967,4,1. FC Nürnberg,1. FC Kaiserslautern,1,2
1966/1967,4,Hannover 96,Fortuna Düsseldorf,0,2
1966/1967,5,Hannover 96,Eintracht Frankfurt,2,1
1966/1967,5,Bayern München,Borussia Mönchengladbach,4,3
1966/1967,5,VfB Stuttgart,Eintracht Braunschweig,1,2
1966/1967,5,Hamburger SV,1. FC Nürnberg,0,1
1966/1967,5,Borussia Dortmund,Rot-Weiss Essen,0,0
1966/1967,5,MSV Duisburg,1. FC Cologne,1,0
1966/1967,5,Fortuna Düsseldorf,Karlsruher SC,1,0
1966/1967,5,FC Schalke 04,TSV 1860 München,1,0
1966/1967,5,1. FC Kaiserslautern,SV Werder Bremen,2,0
1966/1967,6,Eintracht Frankfurt,VfB Stuttgart,4,0
1966/1967,6,Rot-Weiss Essen,Bayern München,3,1
1966/1967,6,TSV 1860 München,1. FC Kaiserslautern,3,0
1966/1967,6,Karlsruher SC,Hannover 96,0,0
1966/1967,6,Borussia Mönchengladbach,Fortuna Düsseldorf,3,1
1966/1967,6,Eintracht Braunschweig,MSV Duisburg,0,0
1966/1967,6,1. FC Nürnberg,Borussia Dortmund,2,0
1966/1967,6,SV Werder Bremen,Hamburger SV,5,1
1966/1967,6,1. FC Cologne,FC Schalke 04,2,1
1966/1967,7,Hamburger SV,TSV 1860 München,3,2
1966/1967,7,Karlsruher SC,Eintracht Frankfurt,3,2
1966/1967,7,MSV Duisburg,VfB Stuttgart,0,0
1966/1967,7,Hannover 96,Borussia Mönchengladbach,1,1
1966/1967,7,FC Schalke 04,Eintracht Braunschweig,0,0
1966/1967,7,Fortuna Düsseldorf,Rot-Weiss Essen,2,0
1966/1967,7,1. FC Kaiserslautern,1. FC Cologne,0,0
1966/1967,7,Bayern München,1. FC Nürnberg,0,1
1966/1967,7,Borussia Dortmund,SV Werder Bremen,2,0
1966/1967,8,1. FC Cologne,Hamburger SV,0,0
1966/1967,8,Rot-Weiss Essen,Hannover 96,3,0
1966/1967,8,VfB Stuttgart,FC Schalke 04,1,1
1966/1967,8,Borussia Mönchengladbach,Karlsruher SC,3,1
1966/1967,8,Eintracht Frankfurt,MSV Duisburg,1,0
1966/1967,8,SV Werder Bremen,Bayern München,4,1
1966/1967,8,1. FC Nürnberg,Fortuna Düsseldorf,4,2
1966/1967,8,Eintracht Braunschweig,1. FC Kaiserslautern,2,0
1966/1967,8,TSV 1860 München,Borussia Dortmund,1,2
1966/1967,9,Borussia Mönchengladbach,Eintracht Frankfurt,0,0
1966/1967,9,Borussia Dortmund,1. FC Cologne,6,1
1966/1967,9,Bayern München,TSV 1860 München,3,0
1966/1967,9,Fortuna Düsseldorf,SV Werder Bremen,0,1
1966/1967,9,Hannover 96,1. FC Nürnberg,2,0
1966/1967,9,1. FC Kaiserslautern,VfB Stuttgart,3,3
1966/1967,9,Karlsruher SC,Rot-Weiss Essen,0,1
1966/1967,9,Hamburger SV,Eintracht Braunschweig,1,0
1966/1967,9,FC Schalke 04,MSV Duisburg,2,1
1966/1967,10,Rot-Weiss Essen,Borussia Mönchengladbach,2,1
1966/1967,10,TSV 1860 München,Fortuna Düsseldorf,3,0
1966/1967,10,Eintracht Frankfurt,FC Schalke 04,4,2
1966/1967,10,Eintracht Braunschweig,Borussia Dortmund,3,1
1966/1967,10,1. FC Cologne,Bayern München,2,4
1966/1967,10,SV Werder Bremen,Hannover 96,3,0
1966/1967,10,1. FC Nürnberg,Karlsruher SC,2,2
1966/1967,10,MSV Duisburg,1. FC Kaiserslautern,1,1
