season,md,home_team,away_team,home_goals,away_goals
1988/1989,27,Bayern München,Hannover 96,4,0
1988/1989,27,Stuttgarter Kickers,Borussia Dortmund,1,2
1988/1989,27,FC St. Pauli,SV Werder Bremen,1,3
1988/1989,27,1. FC Cologne,Borussia Mönchengladbach,3,1
1988/1989,27,1. FC Nürnberg,1. FC Kaiserslautern,1,1
1988/1989,28,Bayern München,SV Waldhof Mannheim,1,0
1988/1989,28,Borussia Mönchengladbach,FC Bayer 05 Uerdingen,3,0
1988/1989,28,VfB Stuttgart,Karlsruher SC,2,0
1988/1989,28,Hannover 96,Stuttgarter Kickers,3,4
1988/1989,28,Hamburger SV,Eintracht Frankfurt,2,1
1988/1989,28,SV Werder Bremen,1. FC Cologne,1,2
1988/1989,28,Bayer 04 Leverkusen,1. FC Nürnberg,3,0
1988/1989,28,1. FC Kaiserslautern,VfL Bochum,3,0
1988/1989,28,Borussia Dortmund,FC St. Pauli,0,0
1988/1989,29,Karlsruher SC,Hamburger SV,2,2
1988/1989,29,VfL Bochum,Bayer 04 Leverkusen,2,4
1988/1989,29,1. FC Nürnberg,Borussia Mönchengladbach,0,0
1988/1989,29,FC Bayer 05 Uerdingen,SV Werder Bremen,2,1
1988/1989,29,1. FC Cologne,Borussia Dortmund,2,0
1988/1989,29,FC St. Pauli,Hannover 96,1,1
1988/1989,29,Stuttgarter Kickers,Bayern München,2,0
1988/1989,29,Eintracht Frankfurt,1. FC Kaiserslautern,3,2
1988/1989,29,SV Waldhof Mannheim,VfB Stuttgart,3,4
1988/1989,30,Bayern München,FC St. Pauli,2,1
1988/1989,30,Borussia Dortmund,FC Bayer 05 Uerdingen,4,2
1988/1989,30,Borussia Mönchengladbach,VfL Bochum,2,0
1988/1989,30,Bayer 04 Leverkusen,Eintracht Frankfurt,2,2
1988/1989,30,1. FC Kaiserslautern,Karlsruher SC,1,2
1988/1989,30,Hamburger SV,VfB Stuttgart,2,1
1988/1989,30,Hannover 96,1. FC Cologne,2,2
1988/1989,30,SV Werder Bremen,1. FC Nürnberg,2,1
1988/1989,30,Stuttgarter Kickers,SV Waldhof Mannheim,1,3
1988/1989,31,VfB Stuttgart,1. FC Kaiserslautern,3,1
1988/1989,31,1. FC Nürnberg,Borussia Dortmund,1,1
1988/1989,31,FC Bayer 05 Uerdingen,Hannover 96,7,3
1988/1989,31,1. FC Cologne,Bayern München,1,3
1988/1989,31,SV Waldhof Mannheim,Hamburger SV,0,0
1988/1989,31,Karlsruher SC,Bayer 04 Leverkusen,2,3
1988/1989,31,FC St. Pauli,Stuttgarter Kickers,1,0
1988/1989,31,Eintracht Frankfurt,Borussia Mönchengladbach,1,1
1988/1989,31,VfL Bochum,SV Werder Bremen,0,1
1988/1989,32,SV Werder Bremen,Eintracht Frankfurt,2,0
1988/1989,32,SV Waldhof Mannheim,FC St. Pauli,2,1
1988/1989,32,Bayer 04 Leverkusen,VfB Stuttgart,0,0
1988/1989,32,Borussia Mönchengladbach,Karlsruher SC,1,1
1988/1989,32,Hannover 96,1. FC Nürnberg,2,2
1988/1989,32,Stuttgarter Kickers,1. FC Cologne,0,0
1988/1989,32,Bayern München,FC Bayer 05 Uerdingen,5,0
1988/1989,32,Hamburger SV,1. FC Kaiserslautern,1,1
1988/1989,32,Borussia Dortmund,VfL Bochum,2,1
1988/1989,33,Hamburger SV,Bayer 04 Leverkusen,1,1
1988/1989,33,1. FC Cologne,FC St. Pauli,4,2
1988/1989,33,FC Bayer 05 Uerdingen,Stuttgarter Kickers,1,3
1988/1989,33,1. FC Nürnberg,Bayern München,2,1
1988/1989,33,VfL Bochum,Hannover 96,1,3
1988/1989,33,Eintracht Frankfurt,Borussia Dortmund,2,1
1988/1989,33,Karlsruher SC,SV Werder Bremen,1,0
1988/1989,33,VfB Stuttgart,Borussia Mönchengladbach,2,1
1988/1989,33,1. FC Kaiserslautern,SV Waldhof Mannheim,0,3
1988/1989,34,Bayern München,VfL Bochum,5,0
1988/1989,34,Stuttgarter Kickers,1. FC Nürnberg,1,0
1988/1989,34,Hannover 96,Eintracht Frankfurt,1,1
1988/1989,34,Bayer 04 Leverkusen,1. FC Kaiserslautern,0,1
1988/1989,34,SV Werder Bremen,VfB Stuttgart,3,0
1988/1989,34,Borussia Mönchengladbach,Hamburger SV,0,4
1988/1989,34,SV Waldhof Mannheim,1. FC Cologne,2,1
1988/1989,34,Borussia Dortmund,Karlsruher SC,3,2
1988/1989,34,FC St. Pauli,FC Bayer 05 Uerdingen,5,1
1989/1990,1,1. FC Kaiserslautern,Borussia Mönchengladbach,2,1
1989/1990,1,FC Bayer 05 Uerdingen,FC 08 Homburg,3,0
1989/1990,1,Eintracht Frankfurt,SV Waldhof Mannheim,3,1
1989/1990,1,VfL Bochum,1. FC Cologne,0,1
1989/1990,1,Fortuna Dusseldorf,Hamburger SV,1,1
1989/1990,1,Bayern München,1. FC Nürnberg,3,2
1989/1990,1,Bayer 04 Leverkusen,Borussia Dortmund,1,0
1989/1990,1,FC St. Pauli,SV Werder Bremen,0,0
1989/1990,1,VfB Stuttgart,Karlsruher SC,2,0
1989/1990,2,Hamburger SV,Eintracht Frankfurt,1,1
1989/1990,2,1. FC Cologne,VfB Stuttgart,0,0
1989/1990,2,SV Waldhof Mannheim,VfL Bochum,3,2
1989/1990,2,SV Werder Bremen,Fortuna Dusseldorf,2,2
1989/1990,2,1. FC Nürnberg,Bayer 04 Leverkusen,2,2
1989/1990,2,FC 08 Homburg,1. FC Kaiserslautern,2,2
1989/1990,2,Karlsruher SC,FC Bayer 05 Uerdingen,0,0
1989/1990,2,Borussia Dortmund,FC St. Pauli,3,1
1989/1990,2,Borussia Mönchengladbach,Bayern München,0,0
1989/1990,3,VfB Stuttgart,SV Waldhof Mannheim,1,0
1989/1990,3,VfL Bochum,Hamburger SV,3,1
1989/1990,3,FC Bayer 05 Uerdingen,1. FC Cologne,2,3
1989/1990,3,Bayer 04 Leverkusen,Borussia Mönchengladbach,0,0
1989/1990,3,FC St. Pauli,1. FC Nürnberg,0,1
1989/1990,3,SV Werder Bremen,Borussia Dortmund,2,0
1989/1990,3,1. FC Kaiserslautern,Karlsruher SC,5,1
1989/1990,3,Bayern München,FC 08 Homburg,1,0
1989/1990,3,Fortuna Dusseldorf,Eintracht Frankfurt,1,2
1989/1990,4,Karlsruher SC,Bayern München,3,3
1989/1990,4,1. FC Cologne,1. FC Kaiserslautern,4,1
1989/1990,4,Hamburger SV,VfB Stuttgart,1,0
1989/1990,4,SV Waldhof Mannheim,FC Bayer 05 Uerdingen,1,1
1989/1990,4,1. FC Nürnberg,SV Werder Bremen,1,1
1989/1990,4,Borussia Mönchengladbach,FC St. Pauli,4,1
1989/1990,4,FC 08 Homburg,Bayer 04 Leverkusen,2,1
1989/1990,4,Eintracht Frankfurt,VfL Bochum,4,0
1989/1990,4,Borussia Dortmund,Fortuna Dusseldorf,1,0
1989/1990,5,Fortuna Dusseldorf,VfL Bochum,2,2
1989/1990,5,Borussia Dortmund,1. FC Nürnberg,2,1
1989/1990,5,VfB Stuttgart,Eintracht Frankfurt,1,1
1989/1990,5,Bayer 04 Leverkusen,Karlsruher SC,1,1
1989/1990,5,Bayern München,1. FC Cologne,5,1
1989/1990,5,1. FC Kaiserslautern,SV Waldhof Mannheim,2,3
1989/1990,5,FC Bayer 05 Uerdingen,Hamburger SV,5,2
1989/1990,5,FC St. Pauli,FC 08 Homburg,1,1
1989/1990,5,SV Werder Bremen,Borussia Mönchengladbach,0,0
1989/1990,6,SV Waldhof Mannheim,Bayern München,1,0
1989/1990,6,1. FC Cologne,Bayer 04 Leverkusen,1,1
1989/1990,6,Hamburger SV,1. FC Kaiserslautern,3,0
1989/1990,6,Eintracht Frankfurt,FC Bayer 05 Uerdingen,2,1
1989/1990,6,1. FC Nürnberg,Fortuna Dusseldorf,3,0
1989/1990,6,VfL Bochum,VfB Stuttgart,2,0
1989/1990,6,FC 08 Homburg,SV Werder Bremen,1,1
1989/1990,6,Karlsruher SC,FC St. Pauli,0,0
1989/1990,6,Borussia Mönchengladbach,Borussia Dortmund,0,0
1989/1990,7,Bayern München,Hamburger SV,4,0
1989/1990,7,Fortuna Dusseldorf,VfB Stuttgart,4,2
1989/1990,7,Borussia Dortmund,FC 08 Homburg,3,0
1989/1990,7,1. FC Nürnberg,Borussia Mönchengladbach,2,0
1989/1990,7,1. FC Kaiserslautern,Eintracht Frankfurt,2,1
1989/1990,7,Bayer 04 Leverkusen,SV Waldhof Mannheim,3,0
1989/1990,7,FC St. Pauli,1. FC Cologne,1,1
1989/1990,7,FC Bayer 05 Uerdingen,VfL Bochum,3,1
1989/1990,7,SV Werder Bremen,Karlsruher SC,4,0
1989/1990,8,1. FC Cologne,SV Werder Bremen,4,2
1989/1990,8,VfB Stuttgart,FC Bayer 05 Uerdingen,1,0
1989/1990,8,VfL Bochum,1. FC Kaiserslautern,2,0
1989/1990,8,Eintracht Frankfurt,Bayern München,1,2
1989/1990,8,SV Waldhof Mannheim,FC St. Pauli,0,1
1989/1990,8,Hamburger SV,Bayer 04 Leverkusen,0,1
1989/1990,8,Karlsruher SC,Borussia Dortmund,2,1
1989/1990,8,FC 08 Homburg,1. FC Nürnberg,0,1
1989/1990,8,Borussia Mönchengladbach,Fortuna Dusseldorf,3,1
1989/1990,9,SV Werder Bremen,SV Waldhof Mannheim,0,1
1989/1990,9,Fortuna Dusseldorf,FC Bayer 05 Uerdingen,2,1
1989/1990,9,Borussia Mönchengladbach,FC 08 Homburg,0,0
1989/1990,9,Bayer 04 Leverkusen,Eintracht Frankfurt,2,0
1989/1990,9,Bayern München,VfL Bochum,5,1
1989/1990,9,1. FC Kaiserslautern,VfB Stuttgart,1,2
1989/1990,9,1. FC Nürnberg,Karlsruher SC,2,0
1989/1990,9,FC St. Pauli,Hamburger SV,0,0
1989/1990,9,Borussia Dortmund,1. FC Cologne,0,0
1989/1990,10,1. FC Cologne,1. FC Nürnberg,2,1
1989/1990,10,FC 08 Homburg,Fortuna Dusseldorf,1,0
1989/1990,10,Karlsruher SC,Borussia Mönchengladbach,0,1
1989/1990,10,FC Bayer 05 Uerdingen,1. FC Kaiserslautern,3,2
1989/1990,10,VfB Stuttgart,Bayern München,2,1
1989/1990,10,Eintracht Frankfurt,FC St. Pauli,4,1
1989/1990,10,SV Waldhof Mannheim,Borussia Dortmund,2,1
1989/1990,10,Hamburger SV,SV Werder Bremen,4,0
1989/1990,10,VfL Bochum,Bayer 04 Leverkusen,0,2
1989/1990,11,FC St. Pauli,VfL Bochum,2,0
1989/1990,11,SV Werder Bremen,Eintracht Frankfurt,1,2
1989/1990,11,Borussia Dortmund,Hamburger SV,1,0
1989/1990,11,1. FC Nürnberg,SV Waldhof Mannheim,2,0
1989/1990,11,Borussia Mönchengladbach,1. FC Cologne,0,2
1989/1990,11,FC 08 Homburg,Karlsruher SC,2,0
1989/1990,11,Bayern München,FC Bayer 05 Uerdingen,3,0
1989/1990,11,Bayer 04 Leverkusen,VfB Stuttgart,1,1
1989/1990,11,Fortuna Dusseldorf,1. FC Kaiserslautern,1,1
1989/1990,12,Hamburger SV,1. FC Nürnberg,1,0
1989/1990,12,1. FC Cologne,FC 08 Homburg,1,0
1989/1990,12,Karlsruher SC,Fortuna Dusseldorf,2,2
1989/1990,12,1. FC Kaiserslautern,Bayern München,0,0
1989/1990,12,FC Bayer 05 Uerdingen,Bayer 04 Leverkusen,0,2
1989/1990,12,VfB Stuttgart,FC St. Pauli,4,0
1989/1990,12,VfL Bochum,SV Werder Bremen,0,0
1989/1990,12,Eintracht Frankfurt,Borussia Dortmund,0,2
1989/1990,12,SV Waldhof Mannheim,Borussia Mönchengladbach,4,2
1989/1990,13,Borussia Mönchengladbach,Hamburger SV,1,3
1989/1990,13,Borussia Dortmund,VfL Bochum,0,1
1989/1990,13,SV Werder Bremen,VfB Stuttgart,6,1
1989/1990,13,FC 08 Homburg,SV Waldhof Mannheim,2,1
1989/1990,13,Bayer 04 Leverkusen,1. FC Kaiserslautern,1,1
1989/1990,13,Karlsruher SC,1. FC Cologne,0,0
1989/1990,13,1. FC Nürnberg,Eintracht Frankfurt,1,1
1989/1990,13,Fortuna Dusseldorf,Bayern München,1,2
1989/1990,13,FC St. Pauli,FC Bayer 05 Uerdingen,1,1
1989/1990,14,SV Waldhof Mannheim,Karlsruher SC,0,1
1989/1990,14,1. FC Cologne,Fortuna Dusseldorf,1,3
1989/1990,14,Bayern München,Bayer 04 Leverkusen,0,1
1989/1990,14,FC Bayer 05 Uerdingen,SV Werder Bremen,0,1
1989/1990,14,VfB Stuttgart,Borussia Dortmund,3,1
1989/1990,14,VfL Bochum,1. FC Nürnberg,3,3
1989/1990,14,Eintracht Frankfurt,Borussia Mönchengladbach,3,0
1989/1990,14,1. FC Kaiserslautern,FC St. Pauli,1,1
1989/1990,14,Hamburger SV,FC 08 Homburg,2,0
1989/1990,15,Borussia Dortmund,FC Bayer 05 Uerdingen,1,0
1989/1990,15,FC St. Pauli,Bayern München,0,2
1989/1990,15,SV Werder Bremen,1. FC Kaiserslautern,4,0
1989/1990,15,FC 08 Homburg,Eintracht Frankfurt,2,3
1989/1990,15,Bayer 04 Leverkusen,Fortuna Dusseldorf,3,3
1989/1990,15,Karlsruher SC,Hamburger SV,2,0
1989/1990,15,Borussia Mönchengladbach,VfL Bochum,1,2
1989/1990,15,1. FC Nürnberg,VfB Stuttgart,0,2
1989/1990,15,SV Waldhof Mannheim,1. FC Cologne,2,3
1989/1990,16,Fortuna Dusseldorf,SV Waldhof Mannheim,0,0
1989/1990,16,Bayer 04 Leverkusen,FC St. Pauli,1,1
1989/1990,16,FC Bayer 05 Uerdingen,1. FC Nürnberg,3,3
1989/1990,16,Eintracht Frankfurt,Karlsruher SC,1,1
1989/1990,16,Bayern München,SV Werder Bremen,1,1
1989/1990,16,1. FC Kaiserslautern,Borussia Dortmund,2,2
1989/1990,16,VfL Bochum,FC 08 Homburg,1,0
1989/1990,16,VfB Stuttgart,Borussia Mönchengladbach,4,0
1989/1990,16,Hamburger SV,1. FC Cologne,0,2
1989/1990,17,Borussia Dortmund,Bayern München,2,2
1989/1990,17,SV Waldhof Mannheim,Hamburger SV,4,1
1989/1990,17,Borussia Mönchengladbach,FC Bayer 05 Uerdingen,0,1
1989/1990,17,Karlsruher SC,VfL Bochum,2,0
1989/1990,17,1. FC Cologne,Eintracht Frankfurt,3,5
1989/1990,17,FC 08 Homburg,VfB Stuttgart,4,2
1989/1990,17,1. FC Nürnberg,1. FC Kaiserslautern,0,0
1989/1990,17,FC St. Pauli,Fortuna Dusseldorf,1,0
1989/1990,17,SV Werder Bremen,Bayer 04 Leverkusen,0,0
1989/1990,18,Hamburger SV,Fortuna Dusseldorf,1,0
1989/1990,18,1. FC Cologne,VfL Bochum,2,0
1989/1990,18,SV Werder Bremen,FC St. Pauli,2,1
1989/1990,18,1. FC Nürnberg,Bayern München,4,0
1989/1990,18,SV Waldhof Mannheim,Eintracht Frankfurt,1,1
1989/1990,18,Borussia Mönchengladbach,1. FC Kaiserslautern,3,1
1989/1990,18,Karlsruher SC,VfB Stuttgart,1,0
1989/1990,18,FC 08 Homburg,FC Bayer 05 Uerdingen,1,2
1989/1990,18,Borussia Dortmund,Bayer 04 Leverkusen,1,1
1989/1990,19,FC St. Pauli,Borussia Dortmund,2,1
1989/1990,19,Bayern München,Borussia Mönchengladbach,2,0
1989/1990,19,1. FC Kaiserslautern,FC 08 Homburg,3,1
1989/1990,19,FC Bayer 05 Uerdingen,Karlsruher SC,1,0
1989/1990,19,VfB Stuttgart,1. FC Cologne,3,1
1989/1990,19,Eintracht Frankfurt,Hamburger SV,2,0
1989/1990,19,VfL Bochum,SV Waldhof Mannheim,2,0
1989/1990,19,Bayer 04 Leverkusen,1. FC Nürnberg,2,0
1989/1990,19,Fortuna Dusseldorf,SV Werder Bremen,2,1
1989/1990,20,Eintracht Frankfurt,Fortuna Dusseldorf,2,0
1989/1990,20,Hamburger SV,VfL Bochum,1,4
1989/1990,20,1. FC Cologne,FC Bayer 05 Uerdingen,0,1
1989/1990,20,Karlsruher SC,1. FC Kaiserslautern,0,0
1989/1990,20,1. FC Nürnberg,FC St. Pauli,0,1
1989/1990,20,SV Waldhof Mannheim,VfB Stuttgart,2,1
1989/1990,20,FC 08 Homburg,Bayern München,1,3
1989/1990,20,Borussia Mönchengladbach,Bayer 04 Leverkusen,1,1
1989/1990,20,Borussia Dortmund,SV Werder Bremen,4,1
1989/1990,21,Bayern München,Karlsruher SC,4,1
1989/1990,21,VfB Stuttgart,Hamburger SV,3,0
1989/1990,21,1. FC Kaiserslautern,1. FC Cologne,1,2
1989/1990,21,FC St. Pauli,Borussia Mönchengladbach,2,1
1989/1990,21,SV Werder Bremen,1. FC Nürnberg,4,0
1989/1990,21,FC Bayer 05 Uerdingen,SV Waldhof Mannheim,0,2
1989/1990,21,Bayer 04 Leverkusen,FC 08 Homburg,3,1
1989/1990,21,VfL Bochum,Eintracht Frankfurt,2,2
1989/1990,21,Fortuna Dusseldorf,Borussia Dortmund,1,1
1989/1990,22,FC 08 Homburg,FC St. Pauli,0,2
1989/1990,22,1. FC Cologne,Bayern München,1,1
1989/1990,22,SV Waldhof Mannheim,1. FC Kaiserslautern,4,0
1989/1990,22,Karlsruher SC,Bayer 04 Leverkusen,2,1
1989/1990,22,Hamburger SV,FC Bayer 05 Uerdingen,6,0
1989/1990,22,Eintracht Frankfurt,VfB Stuttgart,5,1
1989/1990,22,Borussia Mönchengladbach,SV Werder Bremen,4,0
1989/1990,22,VfL Bochum,Fortuna Dusseldorf,1,2
1989/1990,22,1. FC Nürnberg,Borussia Dortmund,1,3
1989/1990,23,FC St. Pauli,Karlsruher SC,1,1
1989/1990,23,Borussia Dortmund,Borussia Mönchengladbach,3,0
1989/1990,23,Bayern München,SV Waldhof Mannheim,2,0
1989/1990,23,FC Bayer 05 Uerdingen,Eintracht Frankfurt,1,1
1989/1990,23,VfB Stuttgart,VfL Bochum,1,0
1989/1990,23,Fortuna Dusseldorf,1. FC Nürnberg,0,0
1989/1990,23,Bayer 04 Leverkusen,1. FC Cologne,0,2
1989/1990,23,1. FC Kaiserslautern,Hamburger SV,1,3
1989/1990,23,SV Werder Bremen,FC 08 Homburg,0,0
1989/1990,24,Hamburger SV,Bayern München,0,3
1989/1990,24,Eintracht Frankfurt,1. FC Kaiserslautern,1,1
1989/1990,24,FC 08 Homburg,Borussia Dortmund,3,3
1989/1990,24,Karlsruher SC,SV Werder Bremen,2,1
1989/1990,24,VfB Stuttgart,Fortuna Dusseldorf,4,0
1989/1990,24,1. FC Cologne,FC St. Pauli,1,0
1989/1990,24,Borussia Mönchengladbach,1. FC Nürnberg,3,0
1989/1990,24,SV Waldhof Mannheim,Bayer 04 Leverkusen,1,1
1989/1990,24,VfL Bochum,FC Bayer 05 Uerdingen,2,1
1989/1990,25,FC St. Pauli,SV Waldhof Mannheim,2,1
1989/1990,25,Bayer 04 Leverkusen,Hamburger SV,1,0
1989/1990,25,1. FC Kaiserslautern,VfL Bochum,2,1
1989/1990,25,Bayern München,Eintracht Frankfurt,1,0
1989/1990,25,FC Bayer 05 Uerdingen,VfB Stuttgart,4,1
1989/1990,25,Fortuna Dusseldorf,Borussia Mönchengladbach,0,1
1989/1990,25,1. FC Nürnberg,FC 08 Homburg,2,0
1989/1990,25,Borussia Dortmund,Karlsruher SC,2,0
1989/1990,25,SV Werder Bremen,1. FC Cologne,4,0
1989/1990,26,FC Bayer 05 Uerdingen,Fortuna Dusseldorf,0,1
1989/1990,26,Eintracht Frankfurt,Bayer 04 Leverkusen,0,3
1989/1990,26,FC 08 Homburg,Borussia Mönchengladbach,1,3
1989/1990,26,Hamburger SV,FC St. Pauli,0,0
1989/1990,26,VfL Bochum,Bayern München,0,0
1989/1990,26,VfB Stuttgart,1. FC Kaiserslautern,0,1
1989/1990,26,Karlsruher SC,1. FC Nürnberg,0,0
1989/1990,26,1. FC Cologne,Borussia Dortmund,1,1
1989/1990,26,SV Waldhof Mannheim,SV Werder Bremen,0,0
1989/1990,27,SV Werder Bremen,Hamburger SV,2,1
1989/1990,27,Fortuna Dusseldorf,FC 08 Homburg,1,0
1989/1990,27,Borussia Dortmund,SV Waldhof Mannheim,2,0
1989/1990,27,1. FC Nürnberg,1. FC Cologne,1,1
1989/1990,27,Borussia Mönchengladbach,Karlsruher SC,0,0
1989/1990,27,1. FC Kaiserslautern,FC Bayer 05 Uerdingen,2,1
1989/1990,27,Bayern München,VfB Stuttgart,3,1
1989/1990,27,Bayer 04 Leverkusen,VfL Bochum,2,1
1989/1990,27,FC St. Pauli,Eintracht Frankfurt,2,2
1989/1990,28,Eintracht Frankfurt,SV Werder Bremen,1,0
1989/1990,28,Hamburger SV,Borussia Dortmund,1,1
1989/1990,28,1. FC Cologne,Borussia Mönchengladbach,3,0
1989/1990,28,Karlsruher SC,FC 08 Homburg,0,2
1989/1990,28,SV Waldhof Mannheim,1. FC Nürnberg,1,1
1989/1990,28,VfB Stuttgart,Bayer 04 Leverkusen,0,0
1989/1990,28,1. FC Kaiserslautern,Fortuna Dusseldorf,1,0
1989/1990,28,VfL Bochum,FC St. Pauli,3,3
1989/1990,28,FC Bayer 05 Uerdingen,Bayern München,2,2
1989/1990,29,1. FC Nürnberg,Hamburger SV,2,0
1989/1990,29,Borussia Mönchengladbach,SV Waldhof Mannheim,2,0
1989/1990,29,SV Werder Bremen,VfL Bochum,1,1
1989/1990,29,Bayer 04 Leverkusen,FC Bayer 05 Uerdingen,1,1
1989/1990,29,Bayern München,1. FC Kaiserslautern,3,0
1989/1990,29,Fortuna Dusseldorf,Karlsruher SC,0,0
1989/1990,29,FC 08 Homburg,1. FC Cologne,0,1
1989/1990,29,FC St. Pauli,VfB Stuttgart,0,0
1989/1990,29,Borussia Dortmund,Eintracht Frankfurt,0,0
1989/1990,30,SV Waldhof Mannheim,FC 08 Homburg,1,2
1989/1990,30,Bayern München,Fortuna Dusseldorf,0,0
1989/1990,30,VfB Stuttgart,SV Werder Bremen,3,1
1989/1990,30,VfL Bochum,Borussia Dortmund,2,3
1989/1990,30,Eintracht Frankfurt,1. FC Nürnberg,5,1
1989/1990,30,Hamburger SV,Borussia Mönchengladbach,3,0
1989/1990,30,1. FC Cologne,Karlsruher SC,0,5
1989/1990,30,FC Bayer 05 Uerdingen,FC St. Pauli,1,0
1989/1990,30,1. FC Kaiserslautern,Bayer 04 Leverkusen,2,0
1989/1990,31,FC St. Pauli,1. FC Kaiserslautern,0,2
1989/1990,31,FC 08 Homburg,Hamburger SV,0,1
1989/1990,31,Karlsruher SC,SV Waldhof Mannheim,4,0
1989/1990,31,Borussia Mönchengladbach,Eintracht Frankfurt,2,1
1989/1990,31,1. FC Nürnberg,VfL Bochum,2,1
1989/1990,31,Borussia Dortmund,VfB Stuttgart,2,0
1989/1990,31,SV Werder Bremen,FC Bayer 05 Uerdingen,0,0
1989/1990,31,Bayer 04 Leverkusen,Bayern München,0,0
1989/1990,31,Fortuna Dusseldorf,1. FC Cologne,1,1
1989/1990,32,1. FC Kaiserslautern,SV Werder Bremen,2,2
1989/1990,32,Eintracht Frankfurt,FC 08 Homburg,1,1
1989/1990,32,VfL Bochum,Borussia Mönchengladbach,2,1
1989/1990,32,VfB Stuttgart,1. FC Nürnberg,4,0
1989/1990,32,Bayern München,FC St. Pauli,1,0
1989/1990,32,FC Bayer 05 Uerdingen,Borussia Dortmund,1,3
1989/1990,32,Fortuna Dusseldorf,Bayer 04 Leverkusen,2,0
1989/1990,32,Hamburger SV,Karlsruher SC,1,0
1989/1990,32,1. FC Cologne,SV Waldhof Mannheim,6,0
1989/1990,33,1. FC Cologne,Hamburger SV,2,0
1989/1990,33,FC St. Pauli,Bayer 04 Leverkusen,3,0
1989/1990,33,SV Werder Bremen,Bayern München,2,2
1989/1990,33,Borussia Dortmund,1. FC Kaiserslautern,1,1
1989/1990,33,1. FC Nürnberg,FC Bayer 05 Uerdingen,1,1
1989/1990,33,Borussia Mönchengladbach,VfB Stuttgart,3,1
1989/1990,33,FC 08 Homburg,VfL Bochum,1,0
1989/1990,33,Karlsruher SC,Eintracht Frankfurt,1,0
1989/1990,33,SV Waldhof Mannheim,Fortuna Dusseldorf,0,1
1989/1990,34,1. FC Kaiserslautern,1. FC Nürnberg,0,2
1989/1990,34,Bayer 04 Leverkusen,SV Werder Bremen,1,3
1989/1990,34,FC Bayer 05 Uerdingen,Borussia Mönchengladbach,0,0
1989/1990,34,Bayern München,Borussia Dortmund,3,0
1989/1990,34,VfL Bochum,Karlsruher SC,2,0
1989/1990,34,Eintracht Frankfurt,1. FC Cologne,3,1
1989/1990,34,Fortuna Dusseldorf,FC St. Pauli,7,0
1989/1990,34,VfB Stuttgart,FC 08 Homburg,2,2
1989/1990,34,Hamburger SV,SV Waldhof Mannheim,1,0
1990/1991,1,Borussia Dortmund,VfB Stuttgart,0,3
1990/1991,1,Hertha BSC,FC St. Pauli,1,2
1990/1991,1,Borussia Mönchengladbach,VfL Bochum,1,2
1990/1991,1,1. FC Cologne,Fortuna Dusseldorf,1,1
1990/1991,1,SG Wattenscheid 09,SV Werder Bremen,2,0
1990/1991,1,Eintracht Frankfurt,Karlsruher SC,3,0
1990/1991,1,Bayern München,Bayer 04 Leverkusen,1,1
1990/1991,1,1. FC Nürnberg,FC Bayer 05 Uerdingen,1,1
1990/1991,1,Hamburger SV,1. FC Kaiserslautern,1,3
1990/1991,2,SV Werder Bremen,Borussia Mönchengladbach,3,0
1990/1991,2,VfL Bochum,1. FC Cologne,1,0
1990/1991,2,FC Bayer 05 Uerdingen,SG Wattenscheid 09,0,2
1990/1991,2,Bayer 04 Leverkusen,1. FC Nürnberg,2,2
1990/1991,2,Karlsruher SC,Borussia Dortmund,1,2
1990/1991,2,Fortuna Dusseldorf,Hamburger SV,2,1
1990/1991,2,VfB Stuttgart,Hertha BSC,4,0
1990/1991,2,FC St. Pauli,Bayern München,0,0
1990/1991,2,1. FC Kaiserslautern,Eintracht Frankfurt,1,1
1990/1991,3,1. FC Cologne,SV Werder Bremen,1,0
1990/1991,3,FC Bayer 05 Uerdingen,Bayer 04 Leverkusen,1,1
1990/1991,3,Hertha BSC,Karlsruher SC,1,1
1990/1991,3,Bayern München,VfB Stuttgart,2,1
1990/1991,3,1. FC Nürnberg,FC St. Pauli,5,2
1990/1991,3,SG Wattenscheid 09,Borussia Mönchengladbach,1,1
1990/1991,3,Hamburger SV,VfL Bochum,1,0
1990/1991,3,Eintracht Frankfurt,Fortuna Dusseldorf,5,1
1990/1991,3,Borussia Dortmund,1. FC Kaiserslautern,0,2
1990/1991,4,VfL Bochum,Eintracht Frankfurt,0,0
1990/1991,4,Borussia Mönchengladbach,1. FC Cologne,2,2
1990/1991,4,FC St. Pauli,FC Bayer 05 Uerdingen,1,1
1990/1991,4,VfB Stuttgart,1. FC Nürnberg,2,1
1990/1991,4,Karlsruher SC,Bayern München,2,3
1990/1991,4,SV Werder Bremen,Hamburger SV,3,1
1990/1991,4,1. FC Kaiserslautern,Hertha BSC,4,3
1990/1991,4,Bayer 04 Leverkusen,SG Wattenscheid 09,2,1
1990/1991,4,Fortuna Dusseldorf,Borussia Dortmund,0,0
1990/1991,5,SG Wattenscheid 09,1. FC Cologne,0,3
1990/1991,5,Borussia Dortmund,VfL Bochum,1,0
1990/1991,5,Bayer 04 Leverkusen,FC St. Pauli,3,1
1990/1991,5,1. FC Nürnberg,Karlsruher SC,0,0
1990/1991,5,Hertha BSC,Fortuna Dusseldorf,0,1
1990/1991,5,Eintracht Frankfurt,SV Werder Bremen,0,0
1990/1991,5,Hamburger SV,Borussia Mönchengladbach,3,0
1990/1991,5,Bayern München,1. FC Kaiserslautern,4,0
